name_use,cc,endemic,endemic_prob
Acacia helicophylla,AU,def_endemic,def_endemic
Acacia helmsiana,AU,def_endemic,def_endemic
Acacia hemignosta,AU,def_endemic,def_endemic
Acacia hemiteles,AU,def_endemic,def_endemic
Acacia hemsleyi,AU,def_endemic,def_endemic
Acacia hendersonii,AU,def_endemic,def_endemic
Acacia heterochroa,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Acacia heteroclita,AU,def_endemic,def_endemic
Acacia heteroneura,AU,def_endemic,def_endemic
Acacia hexaneura,AU,def_endemic,def_endemic
Acacia hilliana,AU,def_endemic,def_endemic
Acacia hippuroides,AU,def_endemic,def_endemic
Acacia hispidula,AU,def_endemic,def_endemic
Acacia hockingsii,AU,def_endemic,def_endemic
Acacia holosericea,AU_PG_VN_SN__BN_GN,probable non-endemic--PG dist,probable non-endemic
Acacia holotricha,AU,def_endemic,def_endemic
Acacia homaloclada,AU,def_endemic,def_endemic
Acacia homalophylla,AU,def_endemic,def_endemic
Acacia hopperiana,AU,def_endemic,def_endemic
Acacia horridula,AU,def_endemic,def_endemic
Acacia howittii,AU,def_endemic,def_endemic
Acacia hubbardiana,AU,def_endemic,def_endemic
Acacia huegelii,AU_MX,likely_endemic,likely_endemic
Acacia humifusa,AU,def_endemic,def_endemic
Acacia hyaloneura,AU,def_endemic,def_endemic
Acacia hylonoma,AU,def_endemic,def_endemic
Acacia hypermeces,AU,def_endemic,def_endemic
Acacia hystrix,AU,def_endemic,def_endemic
Acacia idiomorpha,AU,def_endemic,def_endemic
Acacia imbricata,AU,def_endemic,def_endemic
Acacia imitans,AU,def_endemic,def_endemic
Acacia imparilis,AU,def_endemic,def_endemic
Acacia implexa,AU_ZA,likely_endemic,likely_endemic
Acacia improcera,AU,def_endemic,def_endemic
Acacia inaequilatera,AU,def_endemic,def_endemic
Acacia inaequiloba,AU,def_endemic,def_endemic
Acacia inamabilis,AU,def_endemic,def_endemic
Acacia incanicarpa,AU,def_endemic,def_endemic
Acacia inceana,AU,def_endemic,def_endemic
Acacia incognita,AU,def_endemic,def_endemic
Acacia incongesta,AU,def_endemic,def_endemic
Acacia incrassata,AU_US,likely_endemic,likely_endemic
Acacia incurva,AU,def_endemic,def_endemic
Acacia incurvaneura,AU,def_endemic,def_endemic
Acacia infecunda,AU,def_endemic,def_endemic
Acacia ingramii,AU,def_endemic,def_endemic
Acacia ingrata,AU,def_endemic,def_endemic
Acacia inophloia,AU_MX_US,likely_endemic,likely_endemic
Acacia inops,AU,def_endemic,def_endemic
Acacia insolita,AU,def_endemic,def_endemic
Acacia intorta,AU,def_endemic,def_endemic
Acacia intricata,AU,def_endemic,def_endemic
Acacia irrorata,AU_ZA_TZ,possible non-endemic--TZ dist,probable non-endemic
Acacia islana,AU,def_endemic,def_endemic
Acacia isoneura,AU,def_endemic,def_endemic
Acacia iteaphylla,AU_NZ_US,possible non-endemic--NZ dist,probable non-endemic
Acacia ixiophylla,AU,def_endemic,def_endemic
Acacia ixodes,AU,def_endemic,def_endemic
Acacia jackesiana,AU,def_endemic,def_endemic
Acacia jacksonioides,AU,def_endemic,def_endemic
Acacia jamesiana,AU,def_endemic,def_endemic
Acacia jasperensis,AU,def_endemic,def_endemic
Acacia jennerae,AU,def_endemic,def_endemic
Acacia jensenii,AU,def_endemic,def_endemic
Acacia jibberdingensis,AU,def_endemic,def_endemic
Acacia johannis,AU,def_endemic,def_endemic
Acacia johnsonii,AU,def_endemic,def_endemic
Acacia jonesii,AU,def_endemic,def_endemic
Acacia jucunda,AU,def_endemic,def_endemic
Acacia julifera,AU,def_endemic,def_endemic
Acacia juncifolia,AU,def_endemic,def_endemic
Acacia kalgoorliensis,AU,def_endemic,def_endemic
Acacia karina,AU,def_endemic,def_endemic
Acacia keigheryi,AU,def_endemic,def_endemic
Acacia kelleri,AU,def_endemic,def_endemic
Acacia kempeana,AU,def_endemic,def_endemic
Acacia kenneallyi,AU,def_endemic,def_endemic
Acacia kerryana,AU,def_endemic,def_endemic
Acacia kettlewelliae,AU,def_endemic,def_endemic
Acacia kimberleyensis,AU,def_endemic,def_endemic
Acacia kingiana,AU,def_endemic,def_endemic
Acacia kochii,AU,def_endemic,def_endemic
Acacia kulinensis,AU,def_endemic,def_endemic
Acacia kulnurensis,AU,def_endemic,def_endemic
Acacia kybeanensis,AU,def_endemic,def_endemic
Acacia kydrensis,AU,def_endemic,def_endemic
Acacia laccata,AU,def_endemic,def_endemic
Acacia lacertensis,AU,def_endemic,def_endemic
Acacia lachnophylla,AU,def_endemic,def_endemic
Acacia lamprocarpa,AU,def_endemic,def_endemic
Acacia lanceolata,AU,def_endemic,def_endemic
Acacia lanei,AU,def_endemic,def_endemic
Acacia lanigera,AU,def_endemic,def_endemic
Acacia lanuginophylla,AU,def_endemic,def_endemic
Acacia lapidosa,AU,def_endemic,def_endemic
Acacia laricina,AU,def_endemic,def_endemic
Acacia lasiocalyx,AU,def_endemic,def_endemic
Acacia lasiocarpa,AU,def_endemic,def_endemic
Acacia lateriticola,AU,def_endemic,def_endemic
Acacia latescens,AU,def_endemic,def_endemic
Acacia latifolia,AU_US,likely_endemic,likely_endemic
Acacia latior,AU,def_endemic,def_endemic
Acacia latipes,AU,def_endemic,def_endemic
Acacia latisepala,AU,def_endemic,def_endemic
Acacia latzii,AU,def_endemic,def_endemic
Acacia lazaridis,AU,def_endemic,def_endemic
Acacia leeuweniana,AU,def_endemic,def_endemic
Acacia legnota,AU,def_endemic,def_endemic
Acacia leichardtii,AU,def_endemic,def_endemic
Acacia leichhardtii,AU,def_endemic,def_endemic
Acacia leiocalyx,AU,def_endemic,def_endemic
Acacia leioderma,AU,def_endemic,def_endemic
Acacia leiophylla,AU,def_endemic,def_endemic
Acacia lentiginea,AU,def_endemic,def_endemic
Acacia leprosa,AU,def_endemic,def_endemic
Acacia leptalea,AU,def_endemic,def_endemic
Acacia leptocarpa,AU_PG_ID,probable non-endemic--PG dist,probable non-endemic
Acacia leptoclada,AU,def_endemic,def_endemic
Acacia leptoloba,AU,def_endemic,def_endemic
Acacia leptoneura,AU,def_endemic,def_endemic
Acacia leptopetala,AU,def_endemic,def_endemic
Acacia leptophleba,AU,def_endemic,def_endemic
Acacia leptospermoides,AU,def_endemic,def_endemic
Acacia leptostachya,AU,def_endemic,def_endemic
Acacia leucoclada,AU,def_endemic,def_endemic
Acacia leucolobia,AU,def_endemic,def_endemic
Acacia levata,AU,def_endemic,def_endemic
Acacia ligulata,AU,def_endemic,def_endemic
Acacia ligustrina,AU,def_endemic,def_endemic
Acacia limbata,AU,def_endemic,def_endemic
Acacia linarioides,AU,def_endemic,def_endemic
Acacia linearifolia,AU,def_endemic,def_endemic
Acacia lineata,AU,def_endemic,def_endemic
Acacia lineolata,AU,def_endemic,def_endemic
Acacia linifolia,AU,def_endemic,def_endemic
Acacia lirellata,AU,def_endemic,def_endemic
Acacia littorea,AU,def_endemic,def_endemic
Acacia lobulata,AU,def_endemic,def_endemic
Acacia loderi,AU,def_endemic,def_endemic
Acacia longifolia,US_ZA_NZ_AU_PT_BR_ES_FR_UY_CO_AR_JP_MX_LB_IT_EC_GR_IN_IL_HN,probable non-endemic--IN dist,probable non-endemic
Acacia longipedunculata,AU,def_endemic,def_endemic
Acacia longiphyllodinea,AU,def_endemic,def_endemic
Acacia longispicata,AU,def_endemic,def_endemic
Acacia longispinea,AU,def_endemic,def_endemic
Acacia longissima,AU_NZ_US,possible non-endemic--NZ dist,probable non-endemic
Acacia loroloba,AU,def_endemic,def_endemic
Acacia loxophylla,AU,def_endemic,def_endemic
Acacia lucasii,AU,def_endemic,def_endemic
Acacia lullfitziorum,AU,def_endemic,def_endemic
Acacia lumholtzii,AU,def_endemic,def_endemic
Acacia lunata,AU,def_endemic,def_endemic
Acacia luteola,AU,def_endemic,def_endemic
Acacia lycopodiifolia,AU,def_endemic,def_endemic
Acacia lysiphloia,AU,def_endemic,def_endemic
Acacia mabellae,AU,def_endemic,def_endemic
Acacia macdonnellensis,AU,def_endemic,def_endemic
Acacia mackenziei,AU,def_endemic,def_endemic
Acacia mackeyana,AU,def_endemic,def_endemic
Acacia macnuttiana,AU,def_endemic,def_endemic
Acacia maconochieana,AU,def_endemic,def_endemic
Acacia macradenia,AU,def_endemic,def_endemic
Acacia macraneura,AU,def_endemic,def_endemic
Acacia maidenii,AU_NZ_US,possible non-endemic--NZ dist,probable non-endemic
Acacia maitlandii,AU,def_endemic,def_endemic
Acacia malloclada,AU,def_endemic,def_endemic
Acacia mangium,AU_PG_ID_ST_BR_CR_DO_CO_CN_MG_TH_HK_BN_PH_NI_MY_TL_YT_GF_US_CK_GA_CI_CU_WS_PR_VN_BJ_CD_MX_KM_TW_IN_SG_LR_GN_SV_PW,probable non-endemic--PG dist,probable non-endemic
Acacia manipularis,AU,def_endemic,def_endemic
Acacia maranoensis,AU,def_endemic,def_endemic
Acacia mariae,AU,def_endemic,def_endemic
Acacia marramamba,AU,def_endemic,def_endemic
Acacia masliniana,AU,def_endemic,def_endemic
Acacia matthewii,AU,def_endemic,def_endemic
Acacia maxwellii,AU,def_endemic,def_endemic
Acacia mearnsii,AU_RE_ZA_PT_UG_MG_CN_US_BR_NZ_SZ_IT_FR_KE_RW_ID_CO_ES_PG_JP_IN_TZ_EC_CD_MX_ET_BO_MU_MA_ZW_BI_CM_MW_MZ__LK_CV,probable non-endemic--PG dist,probable non-endemic
Acacia megacephala,AU,def_endemic,def_endemic
Acacia megalantha,AU,def_endemic,def_endemic
Acacia meiantha,AU,def_endemic,def_endemic
Acacia meiosperma,AU,def_endemic,def_endemic
Acacia meisneri,AU,def_endemic,def_endemic
Acacia melanoxylon,AU_PT_ZA_NZ_CO_CD_US_CL_FR_MW_ES_EC_AR_MX_BO_SZ_UY_JP_ID_ET_DO_MA_IT_KE_GB_BR_DE_IN_RE_BI,probable non-endemic--ID dist,probable non-endemic
Acacia melleodora,AU,def_endemic,def_endemic
Acacia melvillei,AU,def_endemic,def_endemic
Acacia menzelii,AU,def_endemic,def_endemic
Acacia merinthophora,AU,def_endemic,def_endemic
Acacia merrallii,AU,def_endemic,def_endemic
Acacia merrickiae,AU,def_endemic,def_endemic
Acacia microbotrya,AU,def_endemic,def_endemic
Acacia microcalyx,AU,def_endemic,def_endemic
Acacia microcarpa,AU,def_endemic,def_endemic
Acacia microcybe,AU,def_endemic,def_endemic
Acacia microneura,AU,def_endemic,def_endemic
Acacia microsperma,AU,def_endemic,def_endemic
Acacia midgleyi,AU,def_endemic,def_endemic
Acacia mimica,AU,def_endemic,def_endemic
Acacia mimula,AU,def_endemic,def_endemic
Acacia minniritchi,AU,def_endemic,def_endemic
Acacia minutifolia,AU_MG,possible non-endemic--MG dist,probable non-endemic
Acacia minutissima,AU,def_endemic,def_endemic
Acacia minyura,AU,def_endemic,def_endemic
Acacia mitchellii,AU,def_endemic,def_endemic
Acacia mitodes,AU,def_endemic,def_endemic
Acacia moirii,AU,def_endemic,def_endemic
Acacia mollifolia,AU,def_endemic,def_endemic
Acacia montana,AU,def_endemic,def_endemic
Acacia monticola,AU,def_endemic,def_endemic
Acacia mooreana,AU,def_endemic,def_endemic
Acacia mountfordiae,AU,def_endemic,def_endemic
Acacia mucronata,AU,def_endemic,def_endemic
Acacia muelleriana,AU,def_endemic,def_endemic
Acacia mulganeura,AU,def_endemic,def_endemic
Acacia multisiliqua,AU,def_endemic,def_endemic
Acacia multispicata,AU,def_endemic,def_endemic
Acacia multistipulosa,AU,def_endemic,def_endemic
Acacia muriculata,AU,def_endemic,def_endemic
Acacia murrayana,AU_US,likely_endemic,likely_endemic
Acacia mutabilis,AU,def_endemic,def_endemic
Acacia myrtifolia,AU_CL_US,possible endemic--strange dist,likely_endemic
Acacia nanodealbata,AU,def_endemic,def_endemic
Acacia nanopravissima,AU,def_endemic,def_endemic
Acacia nematophylla,AU,def_endemic,def_endemic
Acacia neobrachycarpa,AU,def_endemic,def_endemic
Acacia neorigida,AU_US,likely_endemic,likely_endemic
Acacia neriifolia,AU_US_MX_AR_EC,possible endemic--strange dist,likely_endemic
Acacia nervosa,AU,def_endemic,def_endemic
Acacia nesophila,AU,def_endemic,def_endemic
Acacia neurocarpa,AU_,def_endemic,def_endemic
Acacia neurophylla,AU,def_endemic,def_endemic
Acacia newbeyi,AU,def_endemic,def_endemic
Acacia nicholsonensis,AU,def_endemic,def_endemic
Acacia nigricans,AU_BJ,likely_endemic,likely_endemic
Acacia nigripilosa,AU,def_endemic,def_endemic
Acacia nitidula,AU,def_endemic,def_endemic
Acacia nivea,AU,def_endemic,def_endemic
Acacia nodiflora,AU,def_endemic,def_endemic
Acacia notabilis,AU_US,likely_endemic,likely_endemic
Acacia nuperrima,AU,def_endemic,def_endemic
Acacia nyssophylla,AU,def_endemic,def_endemic
Acacia obesa,AU,def_endemic,def_endemic
Acacia obliquinervia,AU,def_endemic,def_endemic
Acacia obovata,AU,def_endemic,def_endemic
Acacia obtecta,AU,def_endemic,def_endemic
Acacia obtriangularis,AU,def_endemic,def_endemic
Acacia obtusata,AU,def_endemic,def_endemic
Acacia obtusifolia,AU_NZ,possible non-endemic--NZ dist,probable non-endemic
Acacia octonervia,AU,def_endemic,def_endemic
Acacia oldfieldii,AU,def_endemic,def_endemic
Acacia olgana,AU,def_endemic,def_endemic
Acacia oligoneura,AU,def_endemic,def_endemic
Acacia olsenii,AU,def_endemic,def_endemic
Acacia ommatosperma,AU,def_endemic,def_endemic
Acacia oncinocarpa,AU,def_endemic,def_endemic
Acacia oncinophylla,AU,def_endemic,def_endemic
Acacia ophiolithica,AU,def_endemic,def_endemic
Acacia oraria,AU_ID,probable non-endemic--ID dist,probable non-endemic
Acacia orbifolia,AU,def_endemic,def_endemic
Acacia orites,AU,def_endemic,def_endemic
Acacia orthocarpa,AU,def_endemic,def_endemic
Acacia orthotricha,AU,def_endemic,def_endemic
Acacia orthotropica,AU,def_endemic,def_endemic
Acacia oshanesii,AU,def_endemic,def_endemic
Acacia oswaldii,AU,def_endemic,def_endemic
Acacia oxycedrus,AU_US,likely_endemic,likely_endemic
Acacia oxyclada,AU,def_endemic,def_endemic
Acacia pachyacra,AU,def_endemic,def_endemic
Acacia pachycarpa,AU_MX,likely_endemic,likely_endemic
Acacia pachyphylla,AU,def_endemic,def_endemic
Acacia pachypoda,AU,def_endemic,def_endemic
Acacia palustris,AU,def_endemic,def_endemic
Acacia papulosa,AU,def_endemic,def_endemic
Acacia papyrocarpa,AU_US,likely_endemic,likely_endemic
Acacia paradoxa,AU_CD_FR_NZ_US_MX_ES_ZA,possible non-endemic--NZ dist,probable non-endemic
Acacia paraneura,AU,def_endemic,def_endemic
Acacia parkerae,AU,def_endemic,def_endemic
Acacia parramattensis,AU_NZ_PG_US_ZA,probable non-endemic--PG dist,probable non-endemic
Acacia parvipinnula,AU,def_endemic,def_endemic
Acacia pataczekii,AU,def_endemic,def_endemic
Acacia patagiata,AU,def_endemic,def_endemic
Acacia paula,AU,def_endemic,def_endemic
Acacia pedina,AU,def_endemic,def_endemic
Acacia pedleyi,AU,def_endemic,def_endemic
Acacia pellita,AU_,def_endemic,def_endemic
Acacia pelophila,AU,def_endemic,def_endemic
Acacia pendula,AU_US_MG_DZ,possible non-endemic--MG dist,probable non-endemic
Acacia penninervis,AU,def_endemic,def_endemic
Acacia pentadenia,AU,def_endemic,def_endemic
Acacia perpusilla,AU,def_endemic,def_endemic
Acacia perryi,AU,def_endemic,def_endemic
Acacia petraea,AU,def_endemic,def_endemic
Acacia petricola,AU,def_endemic,def_endemic
Acacia peuce,AU,def_endemic,def_endemic
Acacia phacelia,AU,def_endemic,def_endemic
Acacia phaeocalyx,AU,def_endemic,def_endemic
Acacia pharangites,AU,def_endemic,def_endemic
Acacia phasmoides,AU,def_endemic,def_endemic
Acacia phlebocarpa,AU,def_endemic,def_endemic
Acacia phlebopetala,AU,def_endemic,def_endemic
Acacia phlebophylla,AU,def_endemic,def_endemic
Acacia pickardii,AU,def_endemic,def_endemic
Acacia piligera,AU_ZA,likely_endemic,likely_endemic
Acacia pilligaensis,AU,def_endemic,def_endemic
Acacia pinguiculosa,AU,def_endemic,def_endemic
Acacia pinguifolia,AU,def_endemic,def_endemic
Acacia platycarpa,AU_GT,likely_endemic,likely_endemic
Acacia plautella,AU,def_endemic,def_endemic
Acacia plectocarpa,AU,def_endemic,def_endemic
Acacia plicata,AU,def_endemic,def_endemic
Acacia podalyriifolia,AU_BR_ZA_US_VN_JP_MG_HK_MY_MW_ID_BI_CD_UY_CN_NC,probable non-endemic--NC dist,probable non-endemic
Acacia polifolia,AU,def_endemic,def_endemic
Acacia poliochroa,AU,def_endemic,def_endemic
Acacia polyadenia,AU,def_endemic,def_endemic
Acacia polybotrya,AU,def_endemic,def_endemic
Acacia polystachya,AU_ID_PG,probable non-endemic--PG dist,probable non-endemic
Acacia porcata,AU,def_endemic,def_endemic
Acacia praelongata,AU,def_endemic,def_endemic
Acacia praemorsa,AU,def_endemic,def_endemic
Acacia praetermissa,AU,def_endemic,def_endemic
Acacia prainii,AU,def_endemic,def_endemic
Acacia pravifolia,AU,def_endemic,def_endemic
Acacia pravissima,AU_NZ_US_GB_JP_ES,possible non-endemic--NZ dist,probable non-endemic
Acacia preissiana,AU,def_endemic,def_endemic
Acacia prismifolia,AU,def_endemic,def_endemic
Acacia pritzeliana,AU,def_endemic,def_endemic
Acacia producta,AU,def_endemic,def_endemic
Acacia profusa,AU,def_endemic,def_endemic
Acacia proiantha,AU,def_endemic,def_endemic
Acacia prolata,AU,def_endemic,def_endemic
Acacia prominens,AU_ES_US_NZ,possible non-endemic--NZ dist,probable non-endemic
Acacia provincialis,AU_PT_ZA,possible endemic--strange dist,likely_endemic
Acacia pruinocarpa,AU,def_endemic,def_endemic
Acacia pteraneura,AU,def_endemic,def_endemic
Acacia pterocaulon,AU,def_endemic,def_endemic
Acacia ptychoclada,AU,def_endemic,def_endemic
Acacia ptychophylla,AU,def_endemic,def_endemic
Acacia pubescens,AU_CM_US_BR_SZ_ZA_DZ_AR_CD_TW_ES,possible non-endemic--TW dist,probable non-endemic
Acacia pubicosta,AU,def_endemic,def_endemic
Acacia pubifolia,AU,def_endemic,def_endemic
Acacia pubirhachis,PG_AU,probable non-endemic--PG dist,probable non-endemic
Acacia pulchella,AU,def_endemic,def_endemic
Acacia pulviniformis,AU,def_endemic,def_endemic
Acacia puncticulata,AU,def_endemic,def_endemic
Acacia purpureopetala,AU,def_endemic,def_endemic
Acacia pusilla,AU,def_endemic,def_endemic
Acacia pustula,AU,def_endemic,def_endemic
Acacia pycnantha,FR_AU_PT_ZA_NZ_US_BR_IT_GR_ES_TR_MA_MX,possible non-endemic--NZ dist,probable non-endemic
Acacia pycnocephala,AU,def_endemic,def_endemic
Acacia pycnostachya,AU,def_endemic,def_endemic
Acacia pygmaea,AU,def_endemic,def_endemic
Acacia pyrifolia,AU,def_endemic,def_endemic
Acacia quadrilateralis,AU,def_endemic,def_endemic
Acacia quadrimarginea,AU,def_endemic,def_endemic
Acacia quadrisulcata,AU,def_endemic,def_endemic
Acacia quinquenervia,AU,def_endemic,def_endemic
Acacia quornensis,AU,def_endemic,def_endemic
Acacia racospermoides,AU,def_endemic,def_endemic
Acacia ramiflora,AU,def_endemic,def_endemic
Acacia ramulosa,AU,def_endemic,def_endemic
Acacia recurvata,AU,def_endemic,def_endemic
Acacia redolens,US_AU,likely_endemic,likely_endemic
Acacia rendlei,AU,def_endemic,def_endemic
Acacia repanda,AU,def_endemic,def_endemic
Acacia repens,AU,def_endemic,def_endemic
Acacia resinicostata,AU,def_endemic,def_endemic
Acacia resinimarginea,AU,def_endemic,def_endemic
Acacia resinistipulea,AU,def_endemic,def_endemic
Acacia resinosa,AU,def_endemic,def_endemic
Acacia restiacea,AU_US,likely_endemic,likely_endemic
Acacia retinervis,AU,def_endemic,def_endemic
Acacia retinodes,FR_MX_AU_ZA_ES_US_BO_PT_DJ_ER_ID_GR_DZ_TR_EC_IT_PG_CO_NZ_MA_CL_MT_SV_CY,probable non-endemic--PG dist,probable non-endemic
Acacia retivenea,AU,def_endemic,def_endemic
Acacia retrorsa,AU,def_endemic,def_endemic
Acacia rhamphophylla,AU,def_endemic,def_endemic
Acacia rhetinocarpa,AU,def_endemic,def_endemic
Acacia rhigiophylla,AU,def_endemic,def_endemic
Acacia rhodophloia,AU,def_endemic,def_endemic
Acacia rhodoxylon,AU,def_endemic,def_endemic
Acacia riceana,AU_ES_NZ,possible non-endemic--NZ dist,probable non-endemic
Acacia richardsii,AU,def_endemic,def_endemic
Acacia ridleyana,AU,def_endemic,def_endemic
Acacia rigens,AU,def_endemic,def_endemic
Acacia rigescens,AU,def_endemic,def_endemic
Acacia rivalis,AU,def_endemic,def_endemic
Acacia robeorum,AU,def_endemic,def_endemic
Acacia robiniae,AU,def_endemic,def_endemic
Acacia rossei,AU,def_endemic,def_endemic
Acacia rostellata,AU,def_endemic,def_endemic
Acacia rostellifera,AU_ES,likely_endemic,likely_endemic
Acacia rostriformis,AU,def_endemic,def_endemic
Acacia rothii,AU,def_endemic,def_endemic
Acacia roycei,AU,def_endemic,def_endemic
Acacia rubida,AU_NZ_ES,possible non-endemic--NZ dist,probable non-endemic
Acacia rubricaulis,AU,def_endemic,def_endemic
Acacia rubricola,AU,def_endemic,def_endemic
Acacia rupicola,AU,def_endemic,def_endemic
Acacia ruppii,AU,def_endemic,def_endemic
Acacia ryaniana,AU,def_endemic,def_endemic
Acacia sabulosa,AU,def_endemic,def_endemic
Acacia saliciformis,AU,def_endemic,def_endemic
Acacia salicina,AU_PT_US_IR_ES_IL_MX_CY,possible endemic--strange dist,likely_endemic
Acacia saligna,ZA_AU_IT_ET_ES_PT_FR_CL_JO_CY_US_GR_MT_IL_AL_MA_MX_MG_TN_EG_PS_TR_EC__PK_DZ_NZ_CV_MZ_SO,possible non-endemic--NZ dist,probable non-endemic
Acacia saxatilis,AU,def_endemic,def_endemic
Acacia saxicola,AU,def_endemic,def_endemic
Acacia scalena,AU,def_endemic,def_endemic
Acacia scalpelliformis,AU,def_endemic,def_endemic
Acacia schinoides,AU_NZ_US,possible non-endemic--NZ dist,probable non-endemic
Acacia sciophanes,AU,def_endemic,def_endemic
Acacia scirpifolia,AU,def_endemic,def_endemic
Acacia scleroclada,AU,def_endemic,def_endemic
Acacia sclerophylla,AU_TN,likely_endemic,likely_endemic
Acacia sclerosperma,AU,def_endemic,def_endemic
Acacia scopulorum,AU,def_endemic,def_endemic
Acacia seclusa,AU,def_endemic,def_endemic
Acacia sedifolia,AU,def_endemic,def_endemic
Acacia semicircinalis,AU,def_endemic,def_endemic
Acacia semilunata,AU,def_endemic,def_endemic
Acacia semirigida,AU,def_endemic,def_endemic
Acacia semitrullata,AU,def_endemic,def_endemic
Acacia sericata,AU,def_endemic,def_endemic
Acacia sericocarpa,AU,def_endemic,def_endemic
Acacia sericoflora,AU_ID,probable non-endemic--ID dist,probable non-endemic
